ENSMUSG00000000001	ENSG00000065135
ENSMUSG00000060224	ENSG00000119943
ENSMUSG00000060227	ENSG00000166734
ENSMUSG00000060240	ENSG00000184524
ENSMUSG00000060244	ENSG00000183684
ENSMUSG00000060254	ENSG00000182634
ENSMUSG00000060254	ENSG00000234560
ENSMUSG00000060254	ENSG00000236981
ENSMUSG00000060254	ENSG00000254737
ENSMUSG00000060256	ENSG00000121067
ENSMUSG00000060257	ENSG00000215397
ENSMUSG00000060260	ENSG00000171813
ENSMUSG00000060261	ENSG00000263001
ENSMUSG00000060268	ENSG00000198520
ENSMUSG00000060275	ENSG00000158458
ENSMUSG00000060279	ENSG00000196961
ENSMUSG00000060284	ENSG00000170374
ENSMUSG00000060288	ENSG00000171960
ENSMUSG00000060303	ENSG00000172769
ENSMUSG00000060332	ENSG00000149488
ENSMUSG00000060335	ENSG00000127780
ENSMUSG00000060335	ENSG00000180016
ENSMUSG00000060336	ENSG00000214189
ENSMUSG00000060371	ENSG00000183166
ENSMUSG00000060373	ENSG00000092199
ENSMUSG00000060376	ENSG00000248098
ENSMUSG00000060376	ENSG00000255730
ENSMUSG00000060397	ENSG00000278129
ENSMUSG00000060402	ENSG00000124302
ENSMUSG00000060404	ENSG00000204704
ENSMUSG00000060407	ENSG00000197838
ENSMUSG00000060407	ENSG00000198077
ENSMUSG00000060407	ENSG00000255974
ENSMUSG00000060412	ENSG00000212128
ENSMUSG00000060427	ENSG00000214189
ENSMUSG00000060429	ENSG00000172164
ENSMUSG00000060441	ENSG00000132256
ENSMUSG00000060445	ENSG00000196074
ENSMUSG00000060450	ENSG00000013561
ENSMUSG00000060459	ENSG00000113889
ENSMUSG00000060461	ENSG00000203909
ENSMUSG00000060470	ENSG00000182885
ENSMUSG00000060475	ENSG00000146457
ENSMUSG00000060477	ENSG00000134070
ENSMUSG00000060480	ENSG00000177275
ENSMUSG00000060487	ENSG00000203727
ENSMUSG00000060491	ENSG00000204006
ENSMUSG00000060499	ENSG00000165496
ENSMUSG00000060503	ENSG00000166368
ENSMUSG00000060508	ENSG00000185792
ENSMUSG00000060509	ENSG00000173578
ENSMUSG00000060510	ENSG00000171466
ENSMUSG00000060510	ENSG00000171469
ENSMUSG00000060510	ENSG00000224689
ENSMUSG00000060512	ENSG00000154274
ENSMUSG00000060519	ENSG00000186283
ENSMUSG00000060534	ENSG00000187323
ENSMUSG00000060538	ENSG00000149932
ENSMUSG00000060548	ENSG00000127863
ENSMUSG00000060550	ENSG00000204525
ENSMUSG00000060550	ENSG00000204592
ENSMUSG00000060550	ENSG00000204632
ENSMUSG00000060550	ENSG00000204642
ENSMUSG00000060550	ENSG00000206503
ENSMUSG00000060550	ENSG00000234745
ENSMUSG00000060560	ENSG00000172824
ENSMUSG00000060565	ENSG00000187833
ENSMUSG00000060568	ENSG00000188859
ENSMUSG00000060572	ENSG00000117122
ENSMUSG00000060579	ENSG00000189283
ENSMUSG00000060586	ENSG00000196126
ENSMUSG00000060586	ENSG00000198502
ENSMUSG00000060591	ENSG00000142089
ENSMUSG00000060591	ENSG00000185201
ENSMUSG00000060591	ENSG00000185885
ENSMUSG00000060594	ENSG00000204381
ENSMUSG00000060600	ENSG00000108515
ENSMUSG00000060601	ENSG00000131408
ENSMUSG00000060621	ENSG00000179846
ENSMUSG00000060630	ENSG00000269693
ENSMUSG00000060636	ENSG00000182899
ENSMUSG00000060639	ENSG00000197238
ENSMUSG00000060657	ENSG00000166783
ENSMUSG00000060663	ENSG00000206536
ENSMUSG00000060671	ENSG00000143515
ENSMUSG00000060673	ENSG00000263465
ENSMUSG00000060675	ENSG00000176485
ENSMUSG00000060678	ENSG00000197837
ENSMUSG00000060679	ENSG00000135972
ENSMUSG00000060681	ENSG00000198689
ENSMUSG00000060685	ENSG00000132446
ENSMUSG00000060688	ENSG00000177174
ENSMUSG00000060701	ENSG00000171049
ENSMUSG00000060701	ENSG00000187474
ENSMUSG00000060703	ENSG00000241399
ENSMUSG00000060708	ENSG00000186222
ENSMUSG00000060716	ENSG00000054690
ENSMUSG00000060733	ENSG00000151151
ENSMUSG00000060735	ENSG00000182631
ENSMUSG00000060738	ENSG00000172179
ENSMUSG00000060739	ENSG00000164346
ENSMUSG00000060747	ENSG00000182393
ENSMUSG00000060747	ENSG00000183709
ENSMUSG00000060747	ENSG00000197110
ENSMUSG00000060756	ENSG00000212724
ENSMUSG00000060756	ENSG00000212725
ENSMUSG00000060756	ENSG00000213417
ENSMUSG00000060756	ENSG00000214518
ENSMUSG00000060759	ENSG00000181074
ENSMUSG00000060765	ENSG00000182783
ENSMUSG00000060765	ENSG00000196944
ENSMUSG00000060765	ENSG00000203661
ENSMUSG00000060771	ENSG00000135951
ENSMUSG00000060780	ENSG00000162951
ENSMUSG00000060787	ENSG00000141194
ENSMUSG00000060791	ENSG00000130755
ENSMUSG00000060798	ENSG00000164066
ENSMUSG00000060802	ENSG00000166710
ENSMUSG00000060803	ENSG00000084207
ENSMUSG00000060807	ENSG00000170099
ENSMUSG00000060827	ENSG00000174982
ENSMUSG00000060843	ENSG00000183230
ENSMUSG00000060860	ENSG00000108106
ENSMUSG00000060862	ENSG00000184677
ENSMUSG00000060863	ENSG00000213231
ENSMUSG00000060878	ENSG00000172289
ENSMUSG00000060882	ENSG00000184408
ENSMUSG00000060888	ENSG00000188069
ENSMUSG00000060888	ENSG00000280021
ENSMUSG00000060890	ENSG00000120500
ENSMUSG00000060904	ENSG00000120805
ENSMUSG00000060913	ENSG00000147573
ENSMUSG00000060923	ENSG00000170634
ENSMUSG00000060924	ENSG00000183117
ENSMUSG00000060935	ENSG00000151135
ENSMUSG00000060938	ENSG00000161970
ENSMUSG00000060950	ENSG00000166166
ENSMUSG00000060961	ENSG00000080493
ENSMUSG00000060962	ENSG00000161249
ENSMUSG00000060969	ENSG00000170549
ENSMUSG00000060981	ENSG00000197238
ENSMUSG00000060985	ENSG00000162782
ENSMUSG00000060988	ENSG00000144278
ENSMUSG00000060992	ENSG00000111481
ENSMUSG00000061000	ENSG00000183303
ENSMUSG00000061013	ENSG00000150051
ENSMUSG00000061024	ENSG00000179041
ENSMUSG00000061028	ENSG00000104859
ENSMUSG00000061032	ENSG00000160214
ENSMUSG00000061046	ENSG00000103253
ENSMUSG00000061048	ENSG00000062038
ENSMUSG00000061062	ENSG00000116478
ENSMUSG00000061079	ENSG00000166478
ENSMUSG00000061080	ENSG00000185565
ENSMUSG00000061082	ENSG00000170965
ENSMUSG00000061086	ENSG00000198336
ENSMUSG00000061099	ENSG00000105679
ENSMUSG00000061100	ENSG00000163515
ENSMUSG00000061104	ENSG00000150459
ENSMUSG00000061111	ENSG00000225663
ENSMUSG00000061118	ENSG00000176410
ENSMUSG00000061119	ENSG00000137509
ENSMUSG00000061126	ENSG00000171954
ENSMUSG00000061130	ENSG00000138032
ENSMUSG00000061132	ENSG00000095585
ENSMUSG00000061136	ENSG00000196504
ENSMUSG00000061143	ENSG00000196782
ENSMUSG00000061165	ENSG00000196119
ENSMUSG00000061171	ENSG00000169507
ENSMUSG00000061175	ENSG00000052795
ENSMUSG00000061186	ENSG00000198879
ENSMUSG00000061195	ENSG00000176695
ENSMUSG00000061195	ENSG00000177693
ENSMUSG00000061195	ENSG00000186092
ENSMUSG00000061207	ENSG00000204344
ENSMUSG00000061210	ENSG00000212807
ENSMUSG00000061210	ENSG00000221970
ENSMUSG00000061232	ENSG00000204525
ENSMUSG00000061232	ENSG00000204592
ENSMUSG00000061232	ENSG00000204632
ENSMUSG00000061232	ENSG00000204642
ENSMUSG00000061232	ENSG00000206503
ENSMUSG00000061232	ENSG00000234745
ENSMUSG00000061244	ENSG00000070367
ENSMUSG00000061259	ENSG00000153802
ENSMUSG00000061273	ENSG00000169446
ENSMUSG00000061286	ENSG00000077348
ENSMUSG00000061288	ENSG00000135090
ENSMUSG00000061292	ENSG00000021461
ENSMUSG00000061292	ENSG00000106258
ENSMUSG00000061292	ENSG00000160868
ENSMUSG00000061292	ENSG00000160870
ENSMUSG00000061292	ENSG00000282301
ENSMUSG00000061298	ENSG00000186094
ENSMUSG00000061306	ENSG00000157637
ENSMUSG00000061311	ENSG00000166349
ENSMUSG00000061313	ENSG00000085788
ENSMUSG00000061315	ENSG00000196531
ENSMUSG00000061315	ENSG00000253506
ENSMUSG00000061322	ENSG00000122735
ENSMUSG00000061353	ENSG00000107562
ENSMUSG00000061356	ENSG00000189233
ENSMUSG00000061360	ENSG00000100410
ENSMUSG00000061361	ENSG00000196071
ENSMUSG00000061374	ENSG00000179943
ENSMUSG00000061387	ENSG00000172772
ENSMUSG00000061392	ENSG00000188408
ENSMUSG00000061393	ENSG00000114739
ENSMUSG00000061397	ENSG00000185640
ENSMUSG00000061410	ENSG00000140948
ENSMUSG00000061411	ENSG00000197183
ENSMUSG00000061414	ENSG00000130038
ENSMUSG00000061436	ENSG00000064393
ENSMUSG00000061451	ENSG00000179292
ENSMUSG00000061455	ENSG00000136874
ENSMUSG00000061458	ENSG00000115761
ENSMUSG00000061461	ENSG00000250317
ENSMUSG00000061462	ENSG00000154358
ENSMUSG00000061474	ENSG00000134056
ENSMUSG00000061477	ENSG00000171863
ENSMUSG00000061479	ENSG00000077312
ENSMUSG00000061482	ENSG00000273542
ENSMUSG00000061482	ENSG00000276180
ENSMUSG00000061490	ENSG00000078967
ENSMUSG00000061517	ENSG00000125285
ENSMUSG00000061518	ENSG00000135940
ENSMUSG00000061524	ENSG00000043355
ENSMUSG00000061527	ENSG00000186081
ENSMUSG00000061531	ENSG00000148483
ENSMUSG00000061533	ENSG00000100629
ENSMUSG00000061535	ENSG00000163145
ENSMUSG00000061536	ENSG00000093183
ENSMUSG00000061540	ENSG00000228278
ENSMUSG00000061540	ENSG00000229314
ENSMUSG00000061549	ENSG00000177174
ENSMUSG00000061559	ENSG00000140395
ENSMUSG00000061576	ENSG00000130226
ENSMUSG00000061577	ENSG00000159618
ENSMUSG00000061578	ENSG00000171435
ENSMUSG00000061584	ENSG00000185674
ENSMUSG00000061589	ENSG00000104885
ENSMUSG00000061601	ENSG00000186472
ENSMUSG00000061603	ENSG00000151320
ENSMUSG00000061607	ENSG00000137337
ENSMUSG00000061613	ENSG00000275895
ENSMUSG00000061614	ENSG00000170923
ENSMUSG00000061615	ENSG00000278463
ENSMUSG00000061619	ENSG00000160131
ENSMUSG00000061626	ENSG00000171944
ENSMUSG00000061633	ENSG00000147123
ENSMUSG00000061637	ENSG00000172769
ENSMUSG00000061650	ENSG00000141026
ENSMUSG00000061654	ENSG00000168939
ENSMUSG00000061665	ENSG00000198087
ENSMUSG00000061666	ENSG00000153982
ENSMUSG00000061689	ENSG00000080845
ENSMUSG00000061701	ENSG00000164049
ENSMUSG00000061702	ENSG00000142046
ENSMUSG00000061718	ENSG00000131771
ENSMUSG00000061723	ENSG00000130595
ENSMUSG00000061731	ENSG00000182197
ENSMUSG00000061740	ENSG00000100197
ENSMUSG00000061740	ENSG00000205702
ENSMUSG00000061742	ENSG00000197891
ENSMUSG00000061751	ENSG00000160145
ENSMUSG00000061755	ENSG00000038219
ENSMUSG00000061758	ENSG00000198074
ENSMUSG00000061758	ENSG00000227471
ENSMUSG00000061759	ENSG00000146476
ENSMUSG00000061762	ENSG00000006128
ENSMUSG00000061778	ENSG00000130150
ENSMUSG00000061780	ENSG00000197766
ENSMUSG00000061802	ENSG00000169126
ENSMUSG00000061808	ENSG00000118271
ENSMUSG00000061809	ENSG00000182521
ENSMUSG00000061815	ENSG00000188282
ENSMUSG00000061816	ENSG00000168530
ENSMUSG00000061825	ENSG00000172831
ENSMUSG00000061838	ENSG00000172340
ENSMUSG00000061859	ENSG00000132849
ENSMUSG00000061878	ENSG00000176170
ENSMUSG00000061882	ENSG00000130783
ENSMUSG00000061887	ENSG00000157216
ENSMUSG00000061894	ENSG00000121903
ENSMUSG00000061898	ENSG00000146587
ENSMUSG00000061904	ENSG00000075415
ENSMUSG00000061906	ENSG00000109181
ENSMUSG00000061906	ENSG00000135226
ENSMUSG00000061906	ENSG00000156096
ENSMUSG00000061906	ENSG00000171234
ENSMUSG00000061906	ENSG00000196620
ENSMUSG00000061906	ENSG00000197888
ENSMUSG00000061906	ENSG00000213759
ENSMUSG00000061911	ENSG00000186487
ENSMUSG00000061923	ENSG00000155087
ENSMUSG00000061928	ENSG00000134760
ENSMUSG00000061947	ENSG00000140093
ENSMUSG00000061950	ENSG00000154845
ENSMUSG00000061959	ENSG00000198848
ENSMUSG00000061961	ENSG00000184954
ENSMUSG00000061974	ENSG00000185758
ENSMUSG00000061977	ENSG00000121318
ENSMUSG00000061979	ENSG00000274523
ENSMUSG00000061981	ENSG00000132589
ENSMUSG00000061983	ENSG00000112306
ENSMUSG00000062006	ENSG00000109475
ENSMUSG00000062007	ENSG00000196684
ENSMUSG00000062012	ENSG00000122386
ENSMUSG00000062014	ENSG00000197045
ENSMUSG00000062028	ENSG00000124449
ENSMUSG00000062031	ENSG00000142102
ENSMUSG00000062040	ENSG00000245680
ENSMUSG00000062042	ENSG00000241128
ENSMUSG00000062044	ENSG00000142235
ENSMUSG00000062054	ENSG00000134330
ENSMUSG00000062061	ENSG00000122136
ENSMUSG00000062061	ENSG00000171102
ENSMUSG00000062064	ENSG00000197241
ENSMUSG00000062070	ENSG00000102144
ENSMUSG00000062074	ENSG00000112761
ENSMUSG00000062075	ENSG00000176619
ENSMUSG00000062077	ENSG00000138100
ENSMUSG00000062078	ENSG00000112531
ENSMUSG00000062082	ENSG00000163606
ENSMUSG00000062082	ENSG00000206531
ENSMUSG00000062083	ENSG00000142541
ENSMUSG00000062093	ENSG00000090621
ENSMUSG00000062098	ENSG00000132640
ENSMUSG00000062101	ENSG00000214189
ENSMUSG00000062103	ENSG00000197263
ENSMUSG00000062103	ENSG00000279116
ENSMUSG00000062105	ENSG00000197938
ENSMUSG00000062110	ENSG00000184178
ENSMUSG00000062115	ENSG00000108557
ENSMUSG00000062127	ENSG00000143079
ENSMUSG00000062128	ENSG00000127780
ENSMUSG00000062128	ENSG00000180016
ENSMUSG00000062142	ENSG00000176937
ENSMUSG00000062142	ENSG00000279270
ENSMUSG00000062148	ENSG00000169385
ENSMUSG00000062148	ENSG00000169397
ENSMUSG00000062151	ENSG00000137766
ENSMUSG00000062154	ENSG00000185264
ENSMUSG00000062157	ENSG00000185436
ENSMUSG00000062162	ENSG00000176746
ENSMUSG00000062162	ENSG00000232030
ENSMUSG00000062168	ENSG00000086717
ENSMUSG00000062169	ENSG00000143771
ENSMUSG00000062170	ENSG00000176988
ENSMUSG00000062175	ENSG00000118707
ENSMUSG00000062181	ENSG00000172828
ENSMUSG00000062184	ENSG00000171004
ENSMUSG00000062190	ENSG00000132434
ENSMUSG00000062199	ENSG00000172769
ENSMUSG00000062201	ENSG00000172179
ENSMUSG00000062202	ENSG00000183826
ENSMUSG00000062203	ENSG00000103342
ENSMUSG00000062209	ENSG00000178568
ENSMUSG00000062210	ENSG00000145779
ENSMUSG00000062226	ENSG00000203909
ENSMUSG00000062232	ENSG00000109756
ENSMUSG00000062234	ENSG00000178950
ENSMUSG00000062245	ENSG00000177275
ENSMUSG00000062248	ENSG00000123975
ENSMUSG00000062252	ENSG00000197753
ENSMUSG00000062257	ENSG00000183715
ENSMUSG00000062270	ENSG00000185787
ENSMUSG00000062275	ENSG00000164049
ENSMUSG00000062278	ENSG00000212724
ENSMUSG00000062278	ENSG00000212725
ENSMUSG00000062278	ENSG00000213417
ENSMUSG00000062278	ENSG00000214518
ENSMUSG00000062296	ENSG00000168016
ENSMUSG00000062300	ENSG00000130202
ENSMUSG00000062309	ENSG00000178718
ENSMUSG00000062312	ENSG00000141736
ENSMUSG00000062314	ENSG00000172377
ENSMUSG00000062327	ENSG00000164458
ENSMUSG00000062329	ENSG00000170891
ENSMUSG00000062342	ENSG00000170542
ENSMUSG00000062345	ENSG00000197632
ENSMUSG00000062352	ENSG00000119185
ENSMUSG00000062369	ENSG00000223443
ENSMUSG00000062369	ENSG00000223569
ENSMUSG00000062369	ENSG00000225327
ENSMUSG00000062369	ENSG00000226430
ENSMUSG00000062369	ENSG00000227140
ENSMUSG00000062369	ENSG00000227551
ENSMUSG00000062369	ENSG00000228856
ENSMUSG00000062369	ENSG00000229579
ENSMUSG00000062369	ENSG00000230430
ENSMUSG00000062369	ENSG00000230549
ENSMUSG00000062369	ENSG00000231051
ENSMUSG00000062369	ENSG00000231396
ENSMUSG00000062369	ENSG00000231637
ENSMUSG00000062369	ENSG00000232264
ENSMUSG00000062369	ENSG00000232399
ENSMUSG00000062369	ENSG00000233136
ENSMUSG00000062369	ENSG00000235780
ENSMUSG00000062369	ENSG00000236125
ENSMUSG00000062369	ENSG00000237038
ENSMUSG00000062369	ENSG00000248920
ENSMUSG00000062369	ENSG00000248933
ENSMUSG00000062369	ENSG00000249104
ENSMUSG00000062369	ENSG00000249811
ENSMUSG00000062369	ENSG00000250745
ENSMUSG00000062369	ENSG00000250844
ENSMUSG00000062369	ENSG00000250913
ENSMUSG00000062372	ENSG00000115155
ENSMUSG00000062373	ENSG00000164983
ENSMUSG00000062376	ENSG00000166275
ENSMUSG00000062376	ENSG00000270316
ENSMUSG00000062380	ENSG00000258947
ENSMUSG00000062382	ENSG00000087086
ENSMUSG00000062393	ENSG00000274588
ENSMUSG00000062397	ENSG00000120963
ENSMUSG00000062410	ENSG00000203857
ENSMUSG00000062410	ENSG00000203859
ENSMUSG00000062426	ENSG00000241128
ENSMUSG00000062432	ENSG00000187553
ENSMUSG00000062434	ENSG00000170683
ENSMUSG00000062434	ENSG00000175393
ENSMUSG00000062434	ENSG00000279000
ENSMUSG00000062444	ENSG00000103723
ENSMUSG00000062478	ENSG00000162438
ENSMUSG00000062480	ENSG00000120437
ENSMUSG00000062488	ENSG00000119917
ENSMUSG00000062510	ENSG00000117697
ENSMUSG00000062515	ENSG00000170323
ENSMUSG00000062519	ENSG00000197024
ENSMUSG00000062524	ENSG00000189430
ENSMUSG00000062526	ENSG00000154889
ENSMUSG00000062528	ENSG00000212127
ENSMUSG00000062542	ENSG00000170743
ENSMUSG00000062551	ENSG00000172179
ENSMUSG00000062563	ENSG00000205795
ENSMUSG00000062564	ENSG00000278057
ENSMUSG00000062580	ENSG00000134375
ENSMUSG00000062585	ENSG00000188822
ENSMUSG00000062590	ENSG00000135931
ENSMUSG00000062591	ENSG00000104833
ENSMUSG00000062593	ENSG00000186818
ENSMUSG00000062604	ENSG00000135250
ENSMUSG00000062608	ENSG00000206536
ENSMUSG00000062609	ENSG00000157551
ENSMUSG00000062619	ENSG00000221821
ENSMUSG00000062624	ENSG00000138109
ENSMUSG00000062624	ENSG00000138115
ENSMUSG00000062624	ENSG00000165841
ENSMUSG00000062627	ENSG00000162601
ENSMUSG00000062646	ENSG00000214013
ENSMUSG00000062647	ENSG00000148303
ENSMUSG00000062649	ENSG00000197849
ENSMUSG00000062649	ENSG00000255298
ENSMUSG00000062661	ENSG00000107130
ENSMUSG00000062683	ENSG00000135390
ENSMUSG00000062687	ENSG00000173207
ENSMUSG00000062691	ENSG00000218739
ENSMUSG00000062694	ENSG00000182533
ENSMUSG00000062713	ENSG00000159263
ENSMUSG00000062729	ENSG00000143224
ENSMUSG00000062732	ENSG00000273111
ENSMUSG00000062737	ENSG00000172179
ENSMUSG00000062742	ENSG00000221983
ENSMUSG00000062751	ENSG00000010438
ENSMUSG00000062751	ENSG00000204983
ENSMUSG00000062751	ENSG00000275896
ENSMUSG00000062757	ENSG00000172188
ENSMUSG00000062760	ENSG00000138944
ENSMUSG00000062761	ENSG00000243943
ENSMUSG00000062762	ENSG00000149547
ENSMUSG00000062773	ENSG00000131126
ENSMUSG00000062778	ENSG00000134216
ENSMUSG00000062785	ENSG00000131398
ENSMUSG00000062797	ENSG00000149196
ENSMUSG00000062814	ENSG00000126752
ENSMUSG00000062814	ENSG00000165583
ENSMUSG00000062814	ENSG00000165584
ENSMUSG00000062814	ENSG00000187754
ENSMUSG00000062814	ENSG00000241476
ENSMUSG00000062814	ENSG00000268009
ENSMUSG00000062814	ENSG00000268447
ENSMUSG00000062814	ENSG00000269791
ENSMUSG00000062822	ENSG00000172244
ENSMUSG00000062825	ENSG00000184009
ENSMUSG00000062826	ENSG00000172831
ENSMUSG00000062844	ENSG00000172769
ENSMUSG00000062859	ENSG00000124678
ENSMUSG00000062866	ENSG00000112419
ENSMUSG00000062867	ENSG00000178035
ENSMUSG00000062868	ENSG00000170923
ENSMUSG00000062873	ENSG00000127515
ENSMUSG00000062873	ENSG00000185385
ENSMUSG00000062873	ENSG00000188269
ENSMUSG00000062878	ENSG00000241128
ENSMUSG00000062901	ENSG00000114796
ENSMUSG00000062906	ENSG00000100429
ENSMUSG00000062908	ENSG00000117054
ENSMUSG00000062929	ENSG00000165410
ENSMUSG00000062931	ENSG00000214189
ENSMUSG00000062937	ENSG00000099810
ENSMUSG00000062939	ENSG00000138378
ENSMUSG00000062949	ENSG00000101974
ENSMUSG00000062952	ENSG00000212127
ENSMUSG00000062960	ENSG00000128052
ENSMUSG00000062961	ENSG00000267909
ENSMUSG00000062963	ENSG00000143222
ENSMUSG00000062980	ENSG00000106034
ENSMUSG00000062981	ENSG00000198015
ENSMUSG00000062987	ENSG00000166368
ENSMUSG00000062991	ENSG00000157168
ENSMUSG00000062995	ENSG00000003147
ENSMUSG00000062997	ENSG00000136942
ENSMUSG00000063011	ENSG00000102854
ENSMUSG00000063015	ENSG00000118816
ENSMUSG00000063019	ENSG00000101363
ENSMUSG00000063049	ENSG00000168556
ENSMUSG00000063052	ENSG00000066557
ENSMUSG00000063058	ENSG00000184814
ENSMUSG00000063058	ENSG00000206260
ENSMUSG00000063058	ENSG00000233701
ENSMUSG00000063060	ENSG00000171056
ENSMUSG00000063060	ENSG00000258724
ENSMUSG00000063063	ENSG00000066032
ENSMUSG00000063065	ENSG00000102882
ENSMUSG00000063077	ENSG00000054523
ENSMUSG00000063089	ENSG00000142515
ENSMUSG00000063089	ENSG00000167748
ENSMUSG00000063089	ENSG00000167751
ENSMUSG00000063106	ENSG00000255582
ENSMUSG00000063116	ENSG00000180090
ENSMUSG00000063120	ENSG00000182334
ENSMUSG00000063129	ENSG00000149925
ENSMUSG00000063130	ENSG00000178363
ENSMUSG00000063133	ENSG00000142515
ENSMUSG00000063133	ENSG00000167748
ENSMUSG00000063133	ENSG00000167751
ENSMUSG00000063137	ENSG00000206536
ENSMUSG00000063142	ENSG00000156113
ENSMUSG00000063145	ENSG00000163093
ENSMUSG00000063145	ENSG00000251569
ENSMUSG00000063146	ENSG00000106665
ENSMUSG00000063157	ENSG00000135222
ENSMUSG00000063160	ENSG00000105245
ENSMUSG00000063172	ENSG00000081870
ENSMUSG00000063177	ENSG00000142515
ENSMUSG00000063177	ENSG00000167748
ENSMUSG00000063177	ENSG00000167751
ENSMUSG00000063179	ENSG00000179988
ENSMUSG00000063180	ENSG00000213741
ENSMUSG00000063193	ENSG00000178789
ENSMUSG00000063200	ENSG00000225921
ENSMUSG00000063216	ENSG00000127515
ENSMUSG00000063216	ENSG00000185385
ENSMUSG00000063216	ENSG00000188269
ENSMUSG00000063221	ENSG00000196341
ENSMUSG00000063229	ENSG00000134333
ENSMUSG00000063232	ENSG00000186910
ENSMUSG00000063234	ENSG00000139572
ENSMUSG00000063236	ENSG00000182307
ENSMUSG00000063239	ENSG00000124493
ENSMUSG00000063251	ENSG00000240871
ENSMUSG00000063251	ENSG00000241241
ENSMUSG00000063253	ENSG00000153130
ENSMUSG00000063260	ENSG00000110975
ENSMUSG00000063268	ENSG00000178685
ENSMUSG00000063273	ENSG00000164134
ENSMUSG00000063275	ENSG00000165996
ENSMUSG00000063296	ENSG00000139173
ENSMUSG00000063297	ENSG00000187398
ENSMUSG00000063305	ENSG00000105352
ENSMUSG00000063305	ENSG00000170956
ENSMUSG00000063317	ENSG00000103404
ENSMUSG00000063320	ENSG00000204954
ENSMUSG00000063334	ENSG00000111615
ENSMUSG00000063350	ENSG00000170953
ENSMUSG00000063354	ENSG00000147804
ENSMUSG00000063358	ENSG00000100030
ENSMUSG00000063362	ENSG00000253710
ENSMUSG00000063364	ENSG00000198429
ENSMUSG00000063364	ENSG00000213297
ENSMUSG00000063364	ENSG00000257355
ENSMUSG00000063376	ENSG00000120235
ENSMUSG00000063376	ENSG00000120242
ENSMUSG00000063376	ENSG00000137080
ENSMUSG00000063376	ENSG00000147873
ENSMUSG00000063376	ENSG00000147885
ENSMUSG00000063376	ENSG00000186803
ENSMUSG00000063376	ENSG00000188379
ENSMUSG00000063376	ENSG00000197919
ENSMUSG00000063376	ENSG00000214042
ENSMUSG00000063376	ENSG00000228083
ENSMUSG00000063376	ENSG00000233816
ENSMUSG00000063376	ENSG00000234829
ENSMUSG00000063376	ENSG00000236637
ENSMUSG00000063380	ENSG00000197849
ENSMUSG00000063380	ENSG00000255298
ENSMUSG00000063382	ENSG00000186174
ENSMUSG00000063386	ENSG00000174339
ENSMUSG00000063394	ENSG00000177174
ENSMUSG00000063406	ENSG00000117500
ENSMUSG00000063409	ENSG00000158113
ENSMUSG00000063410	ENSG00000102572
ENSMUSG00000063415	ENSG00000003137
ENSMUSG00000063428	ENSG00000203797
ENSMUSG00000063430	ENSG00000075035
ENSMUSG00000063434	ENSG00000156395
ENSMUSG00000063439	ENSG00000123810
ENSMUSG00000063445	ENSG00000153406
ENSMUSG00000063446	ENSG00000148123
ENSMUSG00000063447	ENSG00000131508
ENSMUSG00000063450	ENSG00000054654
ENSMUSG00000063455	ENSG00000122778
ENSMUSG00000063457	ENSG00000115268
ENSMUSG00000063458	ENSG00000148655
ENSMUSG00000063478	ENSG00000121318
ENSMUSG00000063480	ENSG00000100138
ENSMUSG00000063488	ENSG00000196345
ENSMUSG00000063506	ENSG00000128805
ENSMUSG00000063511	ENSG00000104852
ENSMUSG00000063524	ENSG00000074800
ENSMUSG00000063529	ENSG00000230873
ENSMUSG00000063531	ENSG00000170381
ENSMUSG00000063543	ENSG00000100138
ENSMUSG00000063549	ENSG00000238243
ENSMUSG00000063550	ENSG00000110713
ENSMUSG00000063558	ENSG00000138356
ENSMUSG00000063564	ENSG00000050767
ENSMUSG00000063568	ENSG00000153814
ENSMUSG00000063576	ENSG00000124702
ENSMUSG00000063582	ENSG00000180988
ENSMUSG00000063590	ENSG00000149742
ENSMUSG00000063590	ENSG00000196600
ENSMUSG00000063594	ENSG00000167414
ENSMUSG00000063605	ENSG00000135736
ENSMUSG00000063626	ENSG00000156687
ENSMUSG00000063632	ENSG00000176887
ENSMUSG00000063646	ENSG00000152969
ENSMUSG00000063651	ENSG00000105427
ENSMUSG00000063652	ENSG00000197375
ENSMUSG00000063659	ENSG00000179456
ENSMUSG00000063661	ENSG00000186049
ENSMUSG00000063663	ENSG00000165288
ENSMUSG00000063672	ENSG00000165066
ENSMUSG00000063681	ENSG00000134376
ENSMUSG00000063683	ENSG00000149124
ENSMUSG00000063687	ENSG00000081818
ENSMUSG00000063689	ENSG00000184270
ENSMUSG00000063694	ENSG00000172115
ENSMUSG00000063696	ENSG00000089157
ENSMUSG00000063698	ENSG00000183605
ENSMUSG00000063704	ENSG00000181085
ENSMUSG00000063713	ENSG00000142515
ENSMUSG00000063713	ENSG00000167748
ENSMUSG00000063713	ENSG00000167751
ENSMUSG00000063727	ENSG00000164761
ENSMUSG00000063728	ENSG00000124260
ENSMUSG00000063730	ENSG00000203857
ENSMUSG00000063730	ENSG00000203859
ENSMUSG00000063760	ENSG00000146373
ENSMUSG00000063762	ENSG00000212127
ENSMUSG00000063764	ENSG00000182334
ENSMUSG00000063765	ENSG00000100399
ENSMUSG00000063777	ENSG00000172769
ENSMUSG00000063779	ENSG00000134216
ENSMUSG00000063785	ENSG00000156697
