ENSGID	CHR	START	END
ENSG00000182667	chr11	131240373	132206716
ENSG00000183715	chr11	132284871	133402414
ENSG00000166118	chr11	133710526	133715433
ENSG00000080854	chr11	133778459	133826880
ENSG00000166086	chr11	133938820	134021896
ENSG00000151503	chr11	134020014	134095348
ENSG00000151502	chr11	134094539	134117686
ENSG00000151500	chr11	134118173	134123264
ENSG00000151498	chr11	134123389	134135749
ENSG00000166105	chr11	134144139	134189458
ENSG00000149328	chr11	134201768	134248235
ENSG00000109956	chr11	134248398	134281812
ENSG00000268936	chr11	134855246	134856693
ENSG00000268640	chr12	147052	147377
ENSG00000120645	chr12	175931	287626
ENSG00000111181	chr12	299243	323736
ENSG00000010379	chr12	329789	372039
ENSG00000073614	chr12	389295	498620
ENSG00000120647	chr12	498439	551811
ENSG00000139044	chr12	569530	672675
ENSG00000171840	chr12	673462	772945
ENSG00000060237	chr12	861759	1020618
ENSG00000002016	chr12	1021243	1099219
ENSG00000082805	chr12	1099675	1605099
ENSG00000111186	chr12	1639057	1756409
ENSG00000171823	chr12	1675159	1703331
ENSG00000006831	chr12	1797740	1897844
ENSG00000151062	chr12	1901123	2028002
ENSG00000166159	chr12	1929433	1945918
ENSG00000151065	chr12	2055220	2113701
ENSG00000151067	chr12	2079952	2802108
ENSG00000004478	chr12	2904119	2914576
ENSG00000111203	chr12	2921788	2968957
ENSG00000053702	chr12	2934514	2944710
ENSG00000206044	chr12	2958397	2966213
ENSG00000111206	chr12	2966847	2986206
ENSG00000171792	chr12	2985424	2998626
ENSG00000078246	chr12	2986389	3050306
ENSG00000197905	chr12	3068496	3149839
ENSG00000011105	chr12	3186521	3395730
ENSG00000111218	chr12	3490515	3703139
ENSG00000130038	chr12	3715799	3873985
ENSG00000111224	chr12	3900213	3982608
ENSG00000118971	chr12	4382938	4414516
ENSG00000078237	chr12	4430371	4462338
ENSG00000118972	chr12	4477393	4488894
ENSG00000111241	chr12	4537321	4554780
ENSG00000047621	chr12	4596894	4647674
ENSG00000111247	chr12	4647950	4669214
ENSG00000010219	chr12	4671370	4723325
ENSG00000272921	chr12	4714110	4771809
ENSG00000111254	chr12	4724674	4758213
ENSG00000139180	chr12	4758261	4798454
ENSG00000255639	chr12	4766800	4853747
ENSG00000130035	chr12	4829507	4960277
ENSG00000151079	chr12	4918342	4960277
ENSG00000111262	chr12	5019071	5040527
ENSG00000130037	chr12	5153085	5155949
ENSG00000185652	chr12	5541278	5630702
ENSG00000047617	chr12	5641035	6055398
ENSG00000110799	chr12	6058040	6233936
ENSG00000010278	chr12	6308881	6347425
ENSG00000008323	chr12	6419602	6437672
ENSG00000067182	chr12	6437923	6451280
ENSG00000111319	chr12	6456009	6486896
ENSG00000111321	chr12	6484211	6500733
ENSG00000139193	chr12	6554033	6560884
ENSG00000139192	chr12	6560856	6575683
ENSG00000139190	chr12	6571403	6580153
ENSG00000111639	chr12	6601150	6603007
ENSG00000010292	chr12	6602522	6641121
ENSG00000111640	chr12	6643093	6647537
ENSG00000010295	chr12	6647541	6665239
ENSG00000111641	chr12	6666029	6677857
ENSG00000111642	chr12	6679249	6716642
ENSG00000184574	chr12	6728001	6745613
ENSG00000111644	chr12	6747241	6756626
ENSG00000111653	chr12	6759446	6772314
ENSG00000126746	chr12	6775643	6798738
ENSG00000139200	chr12	6802958	6809966
ENSG00000111652	chr12	6832907	6841041
ENSG00000089693	chr12	6857170	6876641
ENSG00000159335	chr12	6874682	6880116
ENSG00000089692	chr12	6881678	6887621
ENSG00000010610	chr12	6896024	6929974
ENSG00000250510	chr12	6930711	6939136
ENSG00000111664	chr12	6949118	6956557
ENSG00000111665	chr12	6953957	6961230
ENSG00000111667	chr12	6961292	6975796
ENSG00000111669	chr12	6976283	6980112
ENSG00000111671	chr12	6980099	6998522
ENSG00000010626	chr12	6982733	7023407
ENSG00000111674	chr12	7022909	7032861
ENSG00000111676	chr12	7033626	7051484
ENSG00000111678	chr12	7052141	7055166
ENSG00000111679	chr12	7055631	7070479
ENSG00000126749	chr12	7072408	7105520
ENSG00000215021	chr12	7074490	7079988
ENSG00000111684	chr12	7085348	7125814
ENSG00000182326	chr12	7096351	7178336
ENSG00000159403	chr12	7187513	7245203
ENSG00000139178	chr12	7242183	7261869
ENSG00000139194	chr12	7276280	7281538
ENSG00000139182	chr12	7282294	7311541
ENSG00000139197	chr12	7341281	7371170
ENSG00000215009	chr12	7456880	7481320
ENSG00000177675	chr12	7499281	7632493
ENSG00000177575	chr12	7623409	7656489
ENSG00000111701	chr12	7801996	7818499
ENSG00000184344	chr12	7842378	7848372
ENSG00000187569	chr12	7864050	7870155
ENSG00000198178	chr12	7882011	7904201
ENSG00000205857	chr12	7917812	7926717
ENSG00000111704	chr12	7940390	7948655
ENSG00000173262	chr12	7965108	8043744
ENSG00000059804	chr12	8071826	8088871
ENSG00000065970	chr12	8185299	8208099
ENSG00000171860	chr12	8210898	8219067
ENSG00000089818	chr12	8234807	8250367
ENSG00000111729	chr12	8276228	8291203
ENSG00000196946	chr12	8290733	8341133
ENSG00000171847	chr12	8373856	8380214
ENSG00000205846	chr12	8608522	8630926
ENSG00000166527	chr12	8662071	8674962
ENSG00000166523	chr12	8685901	8693559
ENSG00000111732	chr12	8754762	8765467
ENSG00000197614	chr12	8789942	8815484
ENSG00000166532	chr12	8834196	8935691
ENSG00000166535	chr12	8975068	9039597
ENSG00000111752	chr12	9066492	9094063
ENSG00000003056	chr12	9092959	9102551
ENSG00000139187	chr12	9102640	9163356
ENSG00000175899	chr12	9220260	9268825
ENSG00000126838	chr12	9301436	9360966
ENSG00000111796	chr12	9747147	9760482
ENSG00000069493	chr12	9817565	9848413
ENSG00000184293	chr12	9868456	9885895
ENSG00000110848	chr12	9905082	9913497
ENSG00000150045	chr12	9980077	9997606
ENSG00000110852	chr12	10005583	10022735
ENSG00000256797	chr12	10034088	10048432
ENSG00000188393	chr12	10051272	10084980
ENSG00000172322	chr12	10103915	10148293
ENSG00000165682	chr12	10138241	10166023
ENSG00000256660	chr12	10163226	10171218
ENSG00000197992	chr12	10183276	10218565
ENSG00000150048	chr12	10222153	10264226
ENSG00000172243	chr12	10269376	10282857
ENSG00000173391	chr12	10310902	10324737
ENSG00000165685	chr12	10323141	10344400
ENSG00000139112	chr12	10365057	10375727
ENSG00000134539	chr12	10378657	10469850
ENSG00000255819	chr12	10524952	10562745
ENSG00000213809	chr12	10524952	10544473
ENSG00000183542	chr12	10559983	10562356
ENSG00000255641	chr12	10564911	10588600
ENSG00000205810	chr12	10564911	10573194
ENSG00000205809	chr12	10579453	10594899
ENSG00000134545	chr12	10594863	10607284
ENSG00000180574	chr12	10658201	10675734
ENSG00000111196	chr12	10758612	10766222
ENSG00000060140	chr12	10771538	10826917
ENSG00000060138	chr12	10851683	10875911
ENSG00000121377	chr12	10954131	10955226
ENSG00000121314	chr12	10958650	10959892
ENSG00000121381	chr12	10961693	10962767
ENSG00000111215	chr12	10977559	11324212
ENSG00000121318	chr12	10977916	10978957
ENSG00000231887	chr12	11033610	11036854
ENSG00000212128	chr12	11060525	11062161
ENSG00000134551	chr12	11081835	11084940
ENSG00000212127	chr12	11090005	11324172
ENSG00000212126	chr12	11138512	11139511
ENSG00000255837	chr12	11149094	11150474
ENSG00000212124	chr12	11174218	11175219
ENSG00000256436	chr12	11182986	11184006
ENSG00000268301	chr12	11187087	11187275
ENSG00000226761	chr12	11213964	11214893
ENSG00000255374	chr12	11243886	11244912
ENSG00000256188	chr12	11285557	11287243
ENSG00000186136	chr12	11338599	11339543
ENSG00000197870	chr12	11418857	11422739
ENSG00000230657	chr12	11460017	11463369
ENSG00000251655	chr12	11504757	11548500
ENSG00000121335	chr12	11544476	11653975
ENSG00000139083	chr12	11802788	12048336
ENSG00000121380	chr12	12202778	12364018
ENSG00000070018	chr12	12268959	12419946
ENSG00000111261	chr12	12482198	12503475
ENSG00000205791	chr12	12508342	12510001
ENSG00000165714	chr12	12510013	12619840
ENSG00000111266	chr12	12628829	12715317
ENSG00000111269	chr12	12764761	12798042
ENSG00000183150	chr12	12813825	12849141
ENSG00000111276	chr12	12867992	12875305
ENSG00000178878	chr12	12878851	12982909
ENSG00000213782	chr12	12966250	12982915
ENSG00000013588	chr12	13043716	13070871
ENSG00000111291	chr12	13093709	13105081
ENSG00000013583	chr12	13127798	13153207
ENSG00000084444	chr12	13197218	13295455
ENSG00000111305	chr12	13236494	13256619
ENSG00000134531	chr12	13349650	13369708
ENSG00000180861	chr12	13524023	13540101
ENSG00000273079	chr12	13693165	14133053
ENSG00000171681	chr12	14518610	14651697
ENSG00000121316	chr12	14656595	14721283
ENSG00000070019	chr12	14765576	14849519
ENSG00000197837	chr12	14920933	14924065
ENSG00000246705	chr12	14927270	14930936
ENSG00000084463	chr12	14939410	14956474
ENSG00000182993	chr12	14956506	15059520
ENSG00000179256	chr12	14957584	14967116
ENSG00000111339	chr12	14978503	14996429
ENSG00000111341	chr12	15034115	15038860
ENSG00000139055	chr12	15066969	15092016
ENSG00000111348	chr12	15094951	15114662
ENSG00000139053	chr12	15125956	15134799
ENSG00000134533	chr12	15260717	15501609
ENSG00000151490	chr12	15475331	15750333
ENSG00000151491	chr12	15773092	16035263
ENSG00000023734	chr12	16035325	16056412
ENSG00000023697	chr12	16064106	16190220
ENSG00000188991	chr12	16341419	16430619
ENSG00000008394	chr12	16500076	16762193
ENSG00000048540	chr12	16701307	16763528
ENSG00000111404	chr12	18233803	18473041
ENSG00000139144	chr12	18400548	18801348
ENSG00000139151	chr12	18836103	18890991
ENSG00000177938	chr12	18891045	18892121
ENSG00000052126	chr12	19282648	19529334
ENSG00000139154	chr12	19556979	19873735
ENSG00000172572	chr12	20522179	20837315
ENSG00000139155	chr12	20848289	20906320
ENSG00000111700	chr12	20963636	21243040
ENSG00000257046	chr12	20968608	21243179
ENSG00000205754	chr12	20968673	21245679
ENSG00000257062	chr12	21200113	21329829
ENSG00000134538	chr12	21284136	21392180
ENSG00000084453	chr12	21417534	21572528
ENSG00000121351	chr12	21507893	21532912
ENSG00000121350	chr12	21590549	21623300
ENSG00000004700	chr12	21621845	21654603
ENSG00000111711	chr12	21654715	21671342
ENSG00000134548	chr12	21679241	21690311
ENSG00000111713	chr12	21689123	21757781
ENSG00000111716	chr12	21788276	21910791
ENSG00000121361	chr12	21917889	21928515
ENSG00000069431	chr12	21950335	22094336
ENSG00000111726	chr12	22199108	22218608
ENSG00000111728	chr12	22216707	22589975
ENSG00000111731	chr12	22601517	22697480
ENSG00000139163	chr12	22778009	22843599
ENSG00000134532	chr12	23682440	24103966
ENSG00000060982	chr12	24964295	25102393
ENSG00000268865	chr12	25055243	25057615
ENSG00000226397	chr12	25146358	25150453
ENSG00000118308	chr12	25173936	25261268
ENSG00000118307	chr12	25261354	25348096
ENSG00000205707	chr12	25348150	25362579
ENSG00000133703	chr12	25357723	25403870
ENSG00000268076	chr12	25381515	25390840
ENSG00000152936	chr12	25562241	25801513
ENSG00000123094	chr12	26111962	26232825
ENSG00000123095	chr12	26272959	26278060
ENSG00000123096	chr12	26274924	26452223
ENSG00000123104	chr12	26490342	26986131
ENSG00000064102	chr12	27058114	27091259
ENSG00000111790	chr12	27091316	27119583
ENSG00000064115	chr12	27126128	27167367
ENSG00000152944	chr12	27175479	27219276
ENSG00000214700	chr12	27233991	27235447
ENSG00000211455	chr12	27396901	27478892
ENSG00000029153	chr12	27485787	27576241
ENSG00000165935	chr12	27619743	27655118
ENSG00000110841	chr12	27676364	27848497
ENSG00000174236	chr12	27849428	27850566
ENSG00000061794	chr12	27863706	27909228
ENSG00000205693	chr12	27915671	27924209
ENSG00000087448	chr12	27932953	27955973
ENSG00000087494	chr12	28111017	28125638
ENSG00000123106	chr12	28286182	28732883
ENSG00000064763	chr12	29302036	29493913
ENSG00000087502	chr12	29490285	29534122
ENSG00000257599	chr12	29542227	29640421
ENSG00000187950	chr12	29565407	29650619
ENSG00000133687	chr12	29653773	29937692
ENSG00000133704	chr12	30781922	30848920
ENSG00000110888	chr12	30862486	30907885
ENSG00000110900	chr12	31079362	31149534
ENSG00000013573	chr12	31226779	31257725
ENSG00000139146	chr12	31433518	31479992
ENSG00000177340	chr12	31477250	31478879
ENSG00000170456	chr12	31535157	31744031
ENSG00000139160	chr12	31800094	31826048
ENSG00000151743	chr12	31824071	31882108
ENSG00000188375	chr12	31944123	31945175
ENSG00000174718	chr12	32112304	32146039
ENSG00000151746	chr12	32259769	32536567
ENSG00000139132	chr12	32552463	32798984
ENSG00000087470	chr12	32832134	32898486
ENSG00000139131	chr12	32880424	32908836
ENSG00000057294	chr12	32943679	33049774
ENSG00000110975	chr12	33527173	33592754
ENSG00000139133	chr12	34175216	34182629
ENSG00000175548	chr12	38710380	38717784
ENSG00000139117	chr12	39040624	39301232
ENSG00000139116	chr12	39687030	39837192
ENSG00000173208	chr12	39943835	40013553
ENSG00000180116	chr12	40019969	40302102
ENSG00000151229	chr12	40148823	40499891
ENSG00000188906	chr12	40590546	40763087
ENSG00000205592	chr12	40787197	40964632
ENSG00000018236	chr12	41086244	41466220
ENSG00000165966	chr12	41582250	41968392
ENSG00000151233	chr12	42475647	42538681
ENSG00000015153	chr12	42550906	42632151
ENSG00000269367	chr12	42624050	42628075
ENSG00000134283	chr12	42632249	42853517
ENSG00000139168	chr12	42705880	42719920
ENSG00000139174	chr12	42852140	42984157
ENSG00000173157	chr12	43747669	43945724
ENSG00000129317	chr12	44122410	44152620
ENSG00000198001	chr12	44152747	44183346
ENSG00000151239	chr12	44187526	44200178
ENSG00000139173	chr12	44229770	44783545
ENSG00000184613	chr12	44902058	45315631
ENSG00000185610	chr12	45408455	45444882
ENSG00000177119	chr12	45609770	45834187
ENSG00000189079	chr12	46123448	46301823
ENSG00000139218	chr12	46312914	46385903
ENSG00000111371	chr12	46576846	46663800
ENSG00000134294	chr12	46751972	46766650
ENSG00000139209	chr12	47158546	47226191
ENSG00000139211	chr12	47469490	47473734
ENSG00000179715	chr12	47473386	47630443
ENSG00000005175	chr12	48057070	48099844
ENSG00000111405	chr12	48103517	48119350
ENSG00000079337	chr12	48128455	48164823
ENSG00000211584	chr12	48147699	48176536
ENSG00000061273	chr12	48176505	48226915
ENSG00000268069	chr12	48178706	48179787
ENSG00000111424	chr12	48235320	48336831
ENSG00000134291	chr12	48357352	48362661
ENSG00000139219	chr12	48366748	48398269
ENSG00000257955	chr12	48413554	48419165
ENSG00000079387	chr12	48436681	48500091
ENSG00000152556	chr12	48498922	48540187
ENSG00000177981	chr12	48541571	48574996
ENSG00000177875	chr12	48577366	48579709
ENSG00000269514	chr12	48592170	48595814
ENSG00000172640	chr12	48596081	48597170
ENSG00000187166	chr12	48722763	48724062
ENSG00000167528	chr12	48733791	48745197
ENSG00000269282	chr12	48759919	48761738
ENSG00000139223	chr12	48866448	48866843
ENSG00000177627	chr12	48876286	48890295
ENSG00000197376	chr12	48901137	48923680
ENSG00000167531	chr12	48961467	48963849
ENSG00000139620	chr12	49047184	49076021
ENSG00000129315	chr12	49082247	49110681
ENSG00000257987	chr12	49121218	49159569
ENSG00000174233	chr12	49159975	49182820
ENSG00000167535	chr12	49207577	49222724
ENSG00000174243	chr12	49223547	49246625
ENSG00000172602	chr12	49250928	49259681
ENSG00000272822	chr12	49297286	49351148
ENSG00000139537	chr12	49297893	49325623
ENSG00000134285	chr12	49315301	49320257
ENSG00000255863	chr12	49315767	49333446
ENSG00000134287	chr12	49329506	49351334
ENSG00000169884	chr12	49359123	49365546
ENSG00000125084	chr12	49372398	49375459
ENSG00000181418	chr12	49388932	49393092
ENSG00000181929	chr12	49396057	49412980
ENSG00000167548	chr12	49412758	49453557
ENSG00000167550	chr12	49458468	49463808
ENSG00000139549	chr12	49483204	49488602
ENSG00000139636	chr12	49490919	49504683
ENSG00000123416	chr12	49521565	49525180
ENSG00000167552	chr12	49578579	49583107
ENSG00000167553	chr12	49582519	49667114
ENSG00000135406	chr12	49687035	49692465
ENSG00000135451	chr12	49717019	49725514
ENSG00000186897	chr12	49726200	49730971
ENSG00000178401	chr12	49740700	49751309
ENSG00000123352	chr12	49760367	49921205
ENSG00000135519	chr12	49932940	49952091
ENSG00000187778	chr12	49950327	49961936
ENSG00000110844	chr12	49962001	50038449
ENSG00000135436	chr12	49976668	49999422
ENSG00000161791	chr12	50031724	50101948
ENSG00000139644	chr12	50101508	50158717
ENSG00000167566	chr12	50184929	50222533
ENSG00000186666	chr12	50231573	50236912
ENSG00000135472	chr12	50260679	50298000
ENSG00000167580	chr12	50344524	50352664
ENSG00000161798	chr12	50355653	50359464
ENSG00000086159	chr12	50360977	50370922
ENSG00000161800	chr12	50370706	50426919
ENSG00000110881	chr12	50451331	50477394
ENSG00000066117	chr12	50478755	50494495
ENSG00000167588	chr12	50497602	50505102
ENSG00000178449	chr12	50505762	50514240
ENSG00000139624	chr12	50523575	50561288
ENSG00000050405	chr12	50569571	50677329
ENSG00000269529	chr12	50690489	50691718
ENSG00000185958	chr12	50720013	50790405
ENSG00000161813	chr12	50786166	50873787
ENSG00000066084	chr12	50898768	51142450
ENSG00000123268	chr12	51157493	51214905
ENSG00000186452	chr12	51236703	51281667
ENSG00000185432	chr12	51317255	51326300
ENSG00000214511	chr12	51347705	51364289
ENSG00000110911	chr12	51373184	51422349
ENSG00000050426	chr12	51441745	51454207
ENSG00000110925	chr12	51454990	51477447
ENSG00000135457	chr12	51487446	51566926
ENSG00000184271	chr12	51580719	51611477
ENSG00000269339	chr12	51619860	51620085
ENSG00000183283	chr12	51632076	51665146
ENSG00000170545	chr12	51638342	51664674
ENSG00000110934	chr12	51674822	51718452
ENSG00000139610	chr12	51722227	51740463
ENSG00000139629	chr12	51745031	51786651
ENSG00000050438	chr12	51785101	51902980
ENSG00000196876	chr12	51984050	52206648
ENSG00000260415	chr12	52203789	52206636
ENSG00000167612	chr12	52281744	52285448
ENSG00000139567	chr12	52300692	52317145
ENSG00000135503	chr12	52345451	52390862
ENSG00000161835	chr12	52400724	52409673
ENSG00000123358	chr12	52416616	52453291
ENSG00000123395	chr12	52463030	52471278
ENSG00000167767	chr12	52562780	52585784
ENSG00000135480	chr12	52626304	52645970
ENSG00000170442	chr12	52643084	52702947
ENSG00000205426	chr12	52679697	52685318
ENSG00000170523	chr12	52708085	52715182
ENSG00000267873	chr12	52709128	52709790
ENSG00000135443	chr12	52753790	52761265
ENSG00000161849	chr12	52771596	52779436
ENSG00000161850	chr12	52787715	52800139
ENSG00000170454	chr12	52817854	52828309
ENSG00000185479	chr12	52840435	52845910
ENSG00000170465	chr12	52862300	52867569
ENSG00000205420	chr12	52880958	52887041
ENSG00000186081	chr12	52908359	52914471
ENSG00000268716	chr12	52922915	52922980
ENSG00000139648	chr12	52937693	52946931
ENSG00000170484	chr12	52959566	52967609
ENSG00000170486	chr12	52979373	52995322
ENSG00000186049	chr12	53001354	53012343
ENSG00000172867	chr12	53038342	53045948
ENSG00000167768	chr12	53068520	53074191
ENSG00000189182	chr12	53083410	53097247
ENSG00000185069	chr12	53161939	53171129
ENSG00000186442	chr12	53183469	53189901
ENSG00000170477	chr12	53200333	53208335
ENSG00000185640	chr12	53215194	53228079
ENSG00000170423	chr12	53231588	53242876
ENSG00000170421	chr12	53290977	53343738
ENSG00000111057	chr12	53342655	53346685
ENSG00000063046	chr12	53399942	53435993
ENSG00000111077	chr12	53440753	53458156
ENSG00000167778	chr12	53458388	53473204
ENSG00000167779	chr12	53491220	53496129
ENSG00000167780	chr12	53497302	53518322
ENSG00000139631	chr12	53551447	53575135
ENSG00000139651	chr12	53574484	53584596
ENSG00000139626	chr12	53585102	53601091
ENSG00000172819	chr12	53604354	53626764
ENSG00000182544	chr12	53645035	53648189
ENSG00000135476	chr12	53662083	53687427
ENSG00000123349	chr12	53689075	53693234
ENSG00000139637	chr12	53693470	53700961
ENSG00000094914	chr12	53701240	53718648
ENSG00000170374	chr12	53720362	53739099
ENSG00000185591	chr12	53773960	53810230
ENSG00000135409	chr12	53817639	53825318
ENSG00000205352	chr12	53835389	53840429
ENSG00000197111	chr12	53835525	53874946
ENSG00000139625	chr12	53874274	53893847
ENSG00000139546	chr12	53894705	53900215
ENSG00000267281	chr12	53900472	54019763
ENSG00000139574	chr12	53900474	53901422
ENSG00000170653	chr12	53901640	54020199
ENSG00000135390	chr12	54026510	54071192
ENSG00000012822	chr12	54104903	54121529
ENSG00000123364	chr12	54332535	54340328
ENSG00000123407	chr12	54348618	54352740
ENSG00000123388	chr12	54366910	54371427
ENSG00000180818	chr12	54378849	54384063
ENSG00000273049	chr12	54379629	54428672
ENSG00000197757	chr12	54384408	54424607
ENSG00000180806	chr12	54388679	54397121
ENSG00000037965	chr12	54402832	54407570
ENSG00000198353	chr12	54410715	54449813
ENSG00000172789	chr12	54426637	54429142
ENSG00000273266	chr12	54447661	54449814
ENSG00000123415	chr12	54558529	54582778
ENSG00000094916	chr12	54624724	54673886
ENSG00000135486	chr12	54673977	54680872
ENSG00000123405	chr12	54685895	54694905
ENSG00000111481	chr12	54694986	54745633
ENSG00000139572	chr12	54756229	54758271
ENSG00000161642	chr12	54762917	54785082
ENSG00000161638	chr12	54789045	54813244
ENSG00000170627	chr12	54849734	54867386
ENSG00000123338	chr12	54891495	54937726
ENSG00000123360	chr12	54943134	54973023
ENSG00000135447	chr12	54969171	54982443
ENSG00000135413	chr12	55024595	55028679
ENSG00000161634	chr12	55038375	55042277
ENSG00000172551	chr12	55224303	55252177
ENSG00000135426	chr12	55341802	55378530
ENSG00000123307	chr12	55413729	55423798
ENSG00000170605	chr12	55523465	55524586
ENSG00000179919	chr12	55614809	55615759
ENSG00000197706	chr12	55640982	55642086
ENSG00000188324	chr12	55688072	55689016
ENSG00000205330	chr12	55714346	55715408
ENSG00000205329	chr12	55725485	55726420
ENSG00000187857	chr12	55758895	55759833
ENSG00000205328	chr12	55794214	55795289
ENSG00000185821	chr12	55820038	55820976
ENSG00000179695	chr12	55845998	55846936
ENSG00000184954	chr12	55862984	55863922
ENSG00000205327	chr12	55886147	55887100
ENSG00000179626	chr12	55944983	55946028
ENSG00000179615	chr12	55968199	55969128
ENSG00000175398	chr12	56030644	56031638
ENSG00000170439	chr12	56075330	56078395
ENSG00000135424	chr12	56078352	56109827
ENSG00000258311	chr12	56109820	56118487
ENSG00000135441	chr12	56109820	56113871
ENSG00000135437	chr12	56114151	56118489
ENSG00000135404	chr12	56119107	56123491
ENSG00000135414	chr12	56137064	56150911
ENSG00000205323	chr12	56146247	56211540
ENSG00000257390	chr12	56151059	56221330
ENSG00000123353	chr12	56211703	56215663
ENSG00000135392	chr12	56214744	56224608
ENSG00000123342	chr12	56229217	56236750
ENSG00000170473	chr12	56295197	56326402
ENSG00000065357	chr12	56321103	56347811
ENSG00000185664	chr12	56347889	56367101
ENSG00000123374	chr12	56360553	56366568
ENSG00000111540	chr12	56367697	56388490
ENSG00000139531	chr12	56390964	56400425
ENSG00000123411	chr12	56401443	56432219
ENSG00000197728	chr12	56435637	56438116
ENSG00000065361	chr12	56473641	56497289
ENSG00000257411	chr12	56495115	56503073
ENSG00000170515	chr12	56498103	56507691
ENSG00000229117	chr12	56510370	56511727
ENSG00000135482	chr12	56511943	56516278
ENSG00000139641	chr12	56512034	56538455
ENSG00000196465	chr12	56546040	56553431
ENSG00000092841	chr12	56551945	56557280
ENSG00000139613	chr12	56556767	56583351
ENSG00000181852	chr12	56598285	56615717
ENSG00000139579	chr12	56615799	56623638
ENSG00000139540	chr12	56623833	56631630
ENSG00000139645	chr12	56631591	56652175
ENSG00000135469	chr12	56660642	56664750
ENSG00000062485	chr12	56665483	56694176
ENSG00000144785	chr12	56679700	56709843
ENSG00000257727	chr12	56703626	56710120
ENSG00000135473	chr12	56710007	56727837
ENSG00000110944	chr12	56732663	56734193
ENSG00000170581	chr12	56735381	56753939
ENSG00000175336	chr12	56754353	56756607
ENSG00000111602	chr12	56810903	56843187
ENSG00000135517	chr12	56843286	56862950
ENSG00000176422	chr12	56862301	56864763
ENSG00000135423	chr12	56864736	56882198
ENSG00000076067	chr12	56915713	56984745
ENSG00000076108	chr12	56989380	57030600
ENSG00000110955	chr12	57031959	57039798
ENSG00000110958	chr12	57057127	57082159
ENSG00000196531	chr12	57106212	57125412
ENSG00000198056	chr12	57125380	57146157
ENSG00000025423	chr12	57145945	57181574
ENSG00000170426	chr12	57316938	57328189
ENSG00000139547	chr12	57345219	57353158
ENSG00000166856	chr12	57388230	57390468
ENSG00000268162	chr12	57390745	57391335
ENSG00000166860	chr12	57392618	57400230
ENSG00000166863	chr12	57403784	57422667
ENSG00000166866	chr12	57422301	57444982
ENSG00000166881	chr12	57449426	57481846
ENSG00000166886	chr12	57482677	57489259
ENSG00000166888	chr12	57489191	57525922
ENSG00000123384	chr12	57522276	57607134
ENSG00000182379	chr12	57610578	57620232
ENSG00000182199	chr12	57623110	57628718
ENSG00000185633	chr12	57628686	57634498
ENSG00000185482	chr12	57637236	57644976
ENSG00000179912	chr12	57643392	57824788
ENSG00000258830	chr12	57643392	57690267
ENSG00000268367	chr12	57810198	57810536
ENSG00000175189	chr12	57828543	57844611
ENSG00000139269	chr12	57846106	57853063
ENSG00000111087	chr12	57853918	57866045
ENSG00000123329	chr12	57866038	57882597
ENSG00000166986	chr12	57869228	57911352
ENSG00000175197	chr12	57910371	57914300
ENSG00000166987	chr12	57914493	57923931
ENSG00000175203	chr12	57923885	57941114
ENSG00000155980	chr12	57943781	57980415
ENSG00000166908	chr12	57984957	57997198
ENSG00000178498	chr12	57998405	58003587
ENSG00000240771	chr12	58003963	58013162
ENSG00000135502	chr12	58013310	58019934
ENSG00000135454	chr12	58017193	58027138
ENSG00000135506	chr12	58087738	58115340
ENSG00000135439	chr12	58118980	58135940
ENSG00000255737	chr12	58120054	58122139
ENSG00000135452	chr12	58131796	58143994
ENSG00000135446	chr12	58141510	58149796
ENSG00000139266	chr12	58148881	58154190
ENSG00000111012	chr12	58156117	58162769
ENSG00000037897	chr12	58162254	58166576
ENSG00000123427	chr12	58165275	58176324
ENSG00000257921	chr12	58166811	58180829
ENSG00000123297	chr12	58176372	58201854
ENSG00000135407	chr12	58191159	58212487
ENSG00000175215	chr12	58213710	58240522
ENSG00000166896	chr12	58335324	58351052
ENSG00000258231	chr12	58937907	59206842
ENSG00000139263	chr12	59265931	59314303
ENSG00000257230	chr12	59917059	59917965
ENSG00000118596	chr12	59989848	60176395
ENSG00000198673	chr12	62102040	62672931
ENSG00000135655	chr12	62654119	62811211
ENSG00000061987	chr12	62860597	62991363
ENSG00000221949	chr12	62995531	62997214
ENSG00000111110	chr12	63037762	63328817
ENSG00000166148	chr12	63539014	63544722
ENSG00000177990	chr12	63952693	64062719
ENSG00000118600	chr12	64173583	64203338
ENSG00000196935	chr12	64238073	64541613
ENSG00000174206	chr12	64580096	64616076
ENSG00000185306	chr12	64660217	64784972
ENSG00000184575	chr12	64798130	64844907
ENSG00000183735	chr12	64845660	64895888
ENSG00000153179	chr12	65004293	65091347
ENSG00000268028	chr12	65090189	65090329
ENSG00000135677	chr12	65107225	65153227
ENSG00000111490	chr12	65174589	65274812
ENSG00000156076	chr12	65444406	65515346
ENSG00000174106	chr12	65563351	65642107
ENSG00000174099	chr12	65672423	65882024
ENSG00000149948	chr12	66217911	66360075
ENSG00000197301	chr12	66245120	66275947
ENSG00000267942	chr12	66291518	66317967
ENSG00000139233	chr12	66516842	66524548
ENSG00000228144	chr12	66517697	66563765
ENSG00000155957	chr12	66517709	66563852
ENSG00000090376	chr12	66582659	66648402
ENSG00000127311	chr12	66696325	66737423
ENSG00000155974	chr12	66741211	67197966
ENSG00000111530	chr12	67663061	67713731
ENSG00000127334	chr12	68042118	68059186
ENSG00000111537	chr12	68548548	68553527
